,N,P,K,temperature,humidity,ph,rainfall,soil_type,label
364,25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,2,kidneybeans
365,34,66,17,18.81097271,21.27833035,5.889614577,125.084915,2,kidneybeans
366,20,69,15,23.44260668,22.77255917,5.934136378,107.4137246,2,kidneybeans
367,37,65,16,22.8352024,18.97267518,5.683548308,63.59276673,1,kidneybeans
368,18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,2,kidneybeans
369,4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,2,kidneybeans
370,37,56,25,22.05592283,19.60379304,5.774755144,126.7265372,2,kidneybeans
371,5,59,15,18.87492997,20.18238348,5.97229163,134.1811718,2,kidneybeans
372,11,61,21,18.62328774,23.02410338,5.532100554,135.3378033,2,kidneybeans
373,22,80,20,23.00884744,18.86880997,5.669560726,100.118612,2,kidneybeans
374,12,61,19,19.33162606,24.13995025,5.655726817,68.51253427,1,kidneybeans
375,5,74,21,16.24469193,21.35793891,5.591704014,66.97053257,1,kidneybeans
376,27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,1,kidneybeans
377,31,75,18,15.46789263,21.43780702,5.824208309,88.88796102,1,kidneybeans
378,36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,1,kidneybeans
379,5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,2,kidneybeans
380,32,79,15,23.90910104,20.74619325,5.706198621,81.60211243,1,kidneybeans
381,11,78,22,23.89756791,22.74378977,5.940546818,112.6616435,2,kidneybeans
382,0,55,22,22.98666928,20.57940608,5.916779289,143.8584938,2,kidneybeans
383,14,59,15,21.35135729,22.91244883,5.779090476,146.4548645,2,kidneybeans
384,29,68,23,24.1638445,19.27907819,5.82738029,116.7324324,2,kidneybeans
385,32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,2,kidneybeans
386,17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,2,kidneybeans
387,13,69,19,17.30844532,20.01730914,5.86390397,115.199245,2,kidneybeans
388,14,67,22,23.82576704,24.75485098,5.624690248,84.64143632,1,kidneybeans
389,9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,2,kidneybeans
390,20,73,22,16.03768615,22.33195853,5.976312538,130.3900798,2,kidneybeans
391,40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,1,kidneybeans
392,27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,1,kidneybeans
393,14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,2,kidneybeans
394,7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,1,kidneybeans
395,27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,1,kidneybeans
396,30,63,16,23.60506572,21.90539577,5.525904526,100.5978728,2,kidneybeans
397,37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,1,kidneybeans
398,27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,2,kidneybeans
399,22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,2,kidneybeans
400,3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,2,pigeonpeas
401,40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,2,pigeonpeas
402,33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,2,pigeonpeas
403,27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,2,pigeonpeas
404,10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,2,pigeonpeas
405,30,75,25,30.33276599,42.35249879,6.446091759,149.299952,2,pigeonpeas
406,40,70,20,31.80130272,45.03186173,5.623490043,147.0361442,2,pigeonpeas
407,38,55,19,33.18184225,38.23184742,5.864623352,198.8298806,2,pigeonpeas
408,35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,1,pigeonpeas
409,38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,2,pigeonpeas
410,33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,2,pigeonpeas
411,16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,2,pigeonpeas
412,31,72,17,28.69180475,49.47225353,5.833031708,96.36222901,1,pigeonpeas
413,16,80,20,31.24021696,56.67369054,7.339320929,122.0146733,2,pigeonpeas
414,27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,2,pigeonpeas
415,40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,1,pigeonpeas
416,18,58,16,21.47607807,38.80023714,4.962661422,180.382234,2,pigeonpeas
417,3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,2,pigeonpeas
418,26,67,24,36.97794384,37.73992903,5.642813116,161.4812963,2,pigeonpeas
419,16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,2,pigeonpeas
420,24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,2,pigeonpeas
421,9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,2,pigeonpeas
422,16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,2,pigeonpeas
423,28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,2,pigeonpeas
424,16,71,24,18.33124824,38.40975482,4.946369874,139.6483317,2,pigeonpeas
425,24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,2,pigeonpeas
426,38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,2,pigeonpeas
427,9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,2,pigeonpeas
428,34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,2,pigeonpeas
429,1,76,19,24.18553163,46.68746847,6.669529416,177.3377996,2,pigeonpeas
430,6,69,19,26.88630675,41.69617915,4.750929218,94.46748008,1,pigeonpeas
431,26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,2,pigeonpeas
432,27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,2,pigeonpeas
433,27,71,23,23.45379018,46.48714759,7.10959773,150.8712202,2,pigeonpeas
434,36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,2,pigeonpeas
435,17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,2,pigeonpeas
436,26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,1,pigeonpeas
437,17,64,16,30.97758716,32.24914235,7.161797643,180.716828,2,pigeonpeas
438,14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,1,pigeonpeas
439,39,60,15,35.09357419,30.98685456,5.004074624,116.9106908,2,pigeonpeas
440,6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,2,pigeonpeas
441,8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,2,pigeonpeas
442,2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,2,pigeonpeas
443,1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,2,pigeonpeas
444,16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,2,pigeonpeas
445,23,75,25,31.07508973,47.19847683,7.077170002,91.31256412,1,pigeonpeas
446,32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,2,pigeonpeas
447,28,59,22,30.90607799,52.79913039,7.05181629,170.9919828,2,pigeonpeas
448,5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,2,pigeonpeas
449,36,67,25,35.95176642,36.52780776,6.418062652,136.0456753,2,pigeonpeas
450,1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,2,pigeonpeas
451,24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,2,pigeonpeas
452,17,67,18,31.2192752,56.46868874,5.611510977,129.2028653,2,pigeonpeas
453,5,55,18,33.50876355,45.70976142,7.322097972,126.6738117,2,pigeonpeas
454,5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,2,pigeonpeas
455,37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,2,pigeonpeas
456,13,73,20,30.50420876,35.48885969,5.391560418,162.5927723,2,pigeonpeas
457,6,63,23,26.01630259,49.94704718,5.906596905,160.3337447,2,pigeonpeas
458,16,77,22,31.48469278,35.6395615,6.574209678,100.546816,2,pigeonpeas
459,25,64,20,33.15122581,32.45974539,4.807776749,105.0380275,2,pigeonpeas
460,34,75,24,23.50222822,51.29019509,4.760038039,192.3023991,2,pigeonpeas
461,20,77,23,34.87248659,38.83786012,5.180271502,148.2502786,2,pigeonpeas
462,35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,2,pigeonpeas
463,14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,2,pigeonpeas
464,36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,2,pigeonpeas
465,7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,2,pigeonpeas
466,29,78,25,19.95991719,59.33157782,5.982854523,195.787103,2,pigeonpeas
467,30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,2,pigeonpeas
468,20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,2,pigeonpeas
469,19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,2,pigeonpeas
470,3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,2,pigeonpeas
471,5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,2,pigeonpeas
472,5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,2,pigeonpeas
473,37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,2,pigeonpeas
474,9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,2,pigeonpeas
475,20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,2,pigeonpeas
476,31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,2,pigeonpeas
477,0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,2,pigeonpeas
478,21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,2,pigeonpeas
479,13,67,18,30.5753044,34.75591197,5.384762927,177.5764304,2,pigeonpeas
480,27,74,20,24.69487673,59.96669215,5.859813416,91.95792434,1,pigeonpeas
481,29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,2,pigeonpeas
482,5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,2,pigeonpeas
483,39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,2,pigeonpeas
484,22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,2,pigeonpeas
485,18,55,23,21.9989826,56.31006755,6.98571967,136.8274312,2,pigeonpeas
486,39,77,21,22.99774444,60.24218572,4.603563116,159.689339,2,pigeonpeas
487,13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,2,pigeonpeas
488,27,71,24,31.46417866,48.17631461,7.064973419,165.405354,2,pigeonpeas
489,26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,2,pigeonpeas
490,23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,2,pigeonpeas
491,4,69,19,19.25100056,47.70351758,5.374358869,149.063196,2,pigeonpeas
492,20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,2,pigeonpeas
493,7,74,17,22.47253208,62.56532471,5.667419697,96.74706956,1,pigeonpeas
494,17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,2,pigeonpeas
495,35,71,17,29.89286629,66.35375127,6.931924963,198.1403003,2,pigeonpeas
496,11,72,22,29.37735586,44.82294584,6.842744374,172.40168,2,pigeonpeas
497,20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,2,pigeonpeas
498,10,71,18,19.54284889,66.34777265,6.151029296,173.1106982,2,pigeonpeas
499,33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,2,pigeonpeas
500,3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,1,mothbeans
501,22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,1,mothbeans
502,36,58,25,28.66024187,59.3189118,8.399135958,36.92629678,1,mothbeans
503,4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,1,mothbeans
504,29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,1,mothbeans
505,32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,1,mothbeans
506,14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,1,mothbeans
507,5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,1,mothbeans
508,25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,1,mothbeans
509,11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,1,mothbeans
510,40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,1,mothbeans
511,38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,1,mothbeans
512,27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,1,mothbeans
513,24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,1,mothbeans
514,23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,1,mothbeans
515,29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,1,mothbeans
516,31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,1,mothbeans
517,0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,1,mothbeans
518,7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,1,mothbeans
519,17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,1,mothbeans
520,11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,1,mothbeans
521,22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,1,mothbeans
522,9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,1,mothbeans
523,28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,1,mothbeans
524,26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,1,mothbeans
525,36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,1,mothbeans
526,8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,1,mothbeans
527,24,37,21,30.573999,58.22686794,5.818219385,62.74803826,1,mothbeans
528,22,43,24,25.42517036,53.2208266,4.52363558,46.19374559,1,mothbeans
529,36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,1,mothbeans
530,22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,1,mothbeans
531,17,43,22,30.06142622,45.90067655,5.498340808,41.0550915,1,mothbeans
532,8,45,15,28.09568993,60.9835384,4.61136408,33.84110759,1,mothbeans
533,7,56,23,26.33908791,40.00933429,5.545219232,55.50429227,1,mothbeans
534,36,57,16,28.61409059,57.14218792,8.292875734,57.02891698,1,mothbeans
535,11,45,19,28.70012137,44.359648,3.828031463,44.11622138,1,mothbeans
536,6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,1,mothbeans
537,17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,1,mothbeans
538,4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,1,mothbeans
539,9,49,16,30.88482722,41.36561835,7.661537348,55.053805,1,mothbeans
540,25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,1,mothbeans
541,36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,1,mothbeans
542,21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,1,mothbeans
543,37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,1,mothbeans
544,32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,1,mothbeans
545,29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,1,mothbeans
546,25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,1,mothbeans
547,10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,1,mothbeans
548,23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,1,mothbeans
549,9,60,23,31.96987867,57.17377029,6.276004336,64.25520357,1,mothbeans
550,3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,1,mothbeans
551,22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,1,mothbeans
552,12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,1,mothbeans
553,39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,1,mothbeans
554,32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,1,mothbeans
555,30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,1,mothbeans
556,19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,1,mothbeans
557,4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,1,mothbeans
558,21,39,20,27.06179658,52.3003173,7.388007483,60.74583498,1,mothbeans
559,35,57,25,27.0956288,42.26206161,8.340398059,71.1271039,1,mothbeans
560,22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,1,mothbeans
561,35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,1,mothbeans
562,17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,1,mothbeans
563,28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,1,mothbeans
564,22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,1,mothbeans
565,11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,1,mothbeans
566,38,38,18,26.31051759,61.18749126,6.294130313,35.73403813,1,mothbeans
567,23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,1,mothbeans
568,25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,1,mothbeans
569,40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,1,mothbeans
570,23,58,19,24.17093241,58.25204566,5.243634849,59.18953429,1,mothbeans
571,2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,1,mothbeans
572,3,56,17,28.19912143,53.50567601,8.709291688,52.13580529,1,mothbeans
573,26,51,25,28.76488954,52.62741529,7.792508068,55.21606732,1,mothbeans
574,39,42,20,29.3499706,61.25353851,8.055908858,40.82840673,1,mothbeans
575,27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,1,mothbeans
576,24,45,19,26.85851927,48.8246387,5.952384957,34.7426459,1,mothbeans
577,7,40,17,31.2123945,40.92604945,8.532078733,53.78769958,1,mothbeans
578,15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,1,mothbeans
579,26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,1,mothbeans
580,20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,1,mothbeans
581,34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,1,mothbeans
582,19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,1,mothbeans
583,29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,1,mothbeans
584,20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,1,mothbeans
585,11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,1,mothbeans
586,15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,1,mothbeans
587,35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,1,mothbeans
588,9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,1,mothbeans
589,40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,1,mothbeans
590,35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,1,mothbeans
591,14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,1,mothbeans
592,40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,1,mothbeans
593,18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,1,mothbeans
594,35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,1,mothbeans
595,4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,1,mothbeans
596,22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,1,mothbeans
597,33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,1,mothbeans
598,2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,1,mothbeans
599,16,51,21,31.01963639,49.9767522,3.532008668,32.81296548,1,mothbeans
600,19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,1,mungbean
601,8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,1,mungbean
602,36,55,20,27.01470397,84.34262707,6.635968698,55.296354,1,mungbean
603,10,56,16,28.17432665,81.04554836,6.828187499,36.35720652,1,mungbean
604,22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,1,mungbean
605,9,57,24,29.89232778,89.71503316,7.165121109,42.99498978,1,mungbean
606,34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,1,mungbean
607,31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,1,mungbean
608,0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,1,mungbean
609,21,39,20,28.14448546,82.1193047,7.064782138,46.75690086,1,mungbean
610,28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,1,mungbean
611,17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,1,mungbean
612,24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,1,mungbean
613,28,46,16,29.008124,84.96089355,6.664187809,45.91011391,1,mungbean
614,21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,1,mungbean
615,34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,1,mungbean
616,19,53,22,27.8640132,80.4513142,6.852884643,42.83053902,1,mungbean
617,31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,1,mungbean
618,19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,1,mungbean
619,24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,1,mungbean
620,13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,1,mungbean
621,31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,1,mungbean
622,28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,1,mungbean
623,31,37,21,27.23924995,86.404241,6.713410626,37.31236904,1,mungbean
